id,t,edsp,tnp,ed1,ed2,ed3,ed4,ed11,ed12,ed13,ed14,ed21,ed22,ed23,ed24,ed31,ed32,ed33,ed34,ed41,ed42,ed43,ed44
280195435,1407452511.84,0.00482121826436,0.000332446086345,(-0.204472549676+0j),(-0.599363196166-0.660684081256j),(-0.0624847808539-0.129662968227j),(0.305842965309-0.219532520798j),(4.60716050268e-05+0j),(8.25178010673e-06+9.82952490142e-06j),(-2.65948378532e-06+8.46668226066e-07j),(2.57849031735e-06-2.23935563914e-05j),(8.25178010673e-06-9.82952490142e-06j),(0.000137343389616+0j),(1.49587849007e-06-2.87094101332e-07j),(1.46017533145e-05-6.97859676937e-06j),(-2.65948378532e-06-8.46668226066e-07j),(1.49587849007e-06+2.87094101332e-07j),(2.44593326681e-05+0j),(-1.78224442965e-06+6.93151786672e-06j),(2.57849031735e-06+2.23935563914e-05j),(1.46017533145e-05+6.97859676937e-06j),(-1.78224442965e-06-6.93151786672e-06j),(0.000124571759034+0j)
280195436,1407452513.99,0.00545971462963,0.000338293207278,(-0.202053322152+0j),(-0.593005184526-0.670974934571j),(-0.0637618849205-0.127614962746j),(0.293114612995-0.225930543027j),(4.53102743006e-05+0j),(9.899155463e-06+9.24278342661e-06j),(1.35688032835e-06-1.19694358971e-06j),(2.61996162076e-06-1.06860384281e-05j),(9.899155463e-06-9.24278342661e-06j),(0.000144674338966+0j),(-2.66699917159e-06-6.54047407698e-06j),(2.66909809969e-05-8.11633211175e-06j),(1.35688032835e-06+1.19694358971e-06j),(-2.66699917159e-06+6.54047407698e-06j),(2.13181534159e-05+0j),(5.59488844863e-06-1.62982620495e-06j),(2.61996162076e-06+1.06860384281e-05j),(2.66909809969e-05+8.11633211175e-06j),(5.59488844863e-06+1.62982620495e-06j),(0.000126990440596+0j)
280195437,1407452516.13,0.00507776894073,0.000352264974463,(-0.192343502696+0j),(-0.572711939658-0.687852734233j),(-0.0638541929442-0.144637925581j),(0.318460608481-0.188278996503j),(5.00578729682e-05+0j),(2.30822116721e-06+1.44395963427e-05j),(-1.86911234312e-06-1.87115032554e-06j),(6.73616728989e-07-7.20867745579e-06j),(2.30822116721e-06-1.44395963427e-05j),(0.000142210897687+0j),(3.90452354808e-06+4.16260968898e-06j),(3.87197708403e-06+2.53808373027e-06j),(-1.86911234312e-06+1.87115032554e-06j),(3.90452354808e-06-4.16260968898e-06j),(1.96012809643e-05+0j),(5.00802798491e-06+5.28307060588e-06j),(6.73616728989e-07+7.20867745579e-06j),(3.87197708403e-06-2.53808373027e-06j),(5.00802798491e-06-5.28307060588e-06j),(0.000140394922843+0j)
280195382,1407452548.36,0.00479092907729,0.000398684160933,(-0.191947531934+0j),(-0.524067598804-0.722362245611j),(-0.0599587712879-0.131387875954j),(0.327085914124-0.197127013784j),(5.13590829916e-05+0j),(-3.55508227002e-06+1.08216605162e-05j),(-5.75124200332e-06-5.88668270566e-07j),(-1.98880567111e-05-1.07765732267e-06j),(-3.55508227002e-06-1.08216605162e-05j),(0.000159461891598+0j),(8.93767791743e-06-1.13869686213e-06j),(2.70834467749e-05-1.29340895217e-05j),(-5.75124200332e-06+5.88668270566e-07j),(8.93767791743e-06+1.13869686213e-06j),(2.37445997455e-05+0j),(1.24262110205e-05+5.72877666404e-06j),(-1.98880567111e-05+1.07765732267e-06j),(2.70834467749e-05+1.29340895217e-05j),(1.24262110205e-05-5.72877666404e-06j),(0.000164118586597+0j)
280195383,1407452550.51,0.00470481378761,0.000399559511547,(-0.197150384744+0j),(-0.534178018461-0.715240866874j),(-0.071828439996-0.139621914132j),(0.301907504878-0.220032560187j),(7.48890144773e-05+0j),(-5.46284208749e-06+1.53189155787e-05j),(-8.44060379298e-07-3.82355932171e-07j),(-2.12905723086e-05-3.00101356203e-05j),(-5.46284208749e-06-1.53189155787e-05j),(0.000150482970566+0j),(6.92807947355e-06+3.07148441227e-06j),(2.75320552096e-05-3.90344104503e-06j),(-8.44060379298e-07+3.82355932171e-07j),(6.92807947355e-06-3.07148441227e-06j),(1.80779337261e-05+0j),(4.46793041317e-06-4.17318953146e-06j),(-2.12905723086e-05+3.00101356203e-05j),(2.75320552096e-05+3.90344104503e-06j),(4.46793041317e-06+4.17318953146e-06j),(0.000156109592778+0j)
280195384,1407452552.65,0.00482750414751,0.000407813148916,(-0.188301665079+0j),(-0.513538294075-0.723782811734j),(-0.0702353270891-0.138179941441j),(0.331772531438-0.207025686524j),(7.31410690096e-05+0j),(9.54622211707e-07+1.4322024738e-05j),(-2.22494003315e-06+7.90130745067e-07j),(-1.59986810409e-05-4.12113505723e-06j),(9.54622211707e-07-1.4322024738e-05j),(0.000159336315934+0j),(2.17430289288e-06+5.14516626397e-06j),(2.52108214129e-05-9.83790052717e-06j),(-2.22494003315e-06-7.90130745067e-07j),(2.17430289288e-06-5.14516626397e-06j),(1.88863955586e-05+0j),(6.40343784774e-07+2.36938832049e-06j),(-1.59986810409e-05+4.12113505723e-06j),(2.52108214129e-05+9.83790052717e-06j),(6.40343784774e-07-2.36938832049e-06j),(0.000156449368413+0j)
280195385,1407452554.81,0.00446608231062,0.000419947854052,(-0.197527026955+0j),(-0.507746609127-0.725351938395j),(-0.049739661411-0.134819380794j),(0.350309821101-0.183504086857j),(7.95437770371e-05+0j),(-5.04984007327e-06+1.78936100795e-05j),(-3.42360283521e-06+5.23142514256e-06j),(-2.26249050938e-05-6.72614706544e-06j),(-5.04984007327e-06-1.78936100795e-05j),(0.000162347395462+0j),(1.84280788149e-06-3.99999201624e-06j),(4.62954276219e-05+1.49430792894e-05j),(-3.42360283521e-06-5.23142514256e-06j),(1.84280788149e-06+3.99999201624e-06j),(2.59480697037e-05+0j),(2.6597061608e-06+3.16136686301e-06j),(-2.26249050938e-05+6.72614706544e-06j),(4.62954276219e-05-1.49430792894e-05j),(2.6597061608e-06-3.16136686301e-06j),(0.000152108611849+0j)
280195386,1407452556.96,0.0049403521753,0.00040085826182,(-0.201423165499+0j),(-0.527715281642-0.709924596383j),(-0.0662230984837-0.139422401467j),(0.337377063348-0.198254810017j),(6.886114775e-05+0j),(-1.10140886422e-05+1.75129479088e-05j),(-1.22608413946e-07+3.55960055293e-06j),(-1.80330300419e-05-1.09181990218e-05j),(-1.10140886422e-05-1.75129479088e-05j),(0.000155969379319+0j),(5.6234411217e-06-5.64803149012e-07j),(2.28954630869e-05-1.50399115304e-05j),(-1.22608413946e-07-3.55960055293e-06j),(5.6234411217e-06+5.64803149012e-07j),(2.14915407747e-05+0j),(5.32454439412e-06+5.99014170791e-06j),(-1.80330300419e-05+1.09181990218e-05j),(2.28954630869e-05+1.50399115304e-05j),(5.32454439412e-06-5.99014170791e-06j),(0.000154536193976+0j)
280195312,1407452589.18,0.00503480693843,0.00035914939288,(-0.201849801056+0j),(-0.524859265691-0.732123865977j),(-0.0564674173072-0.138960982299j),(0.30516156979-0.179309080653j),(5.87969126408e-05+0j),(1.12877604754e-05+1.95226152983e-05j),(-6.68629860143e-06-2.10430024049e-06j),(-7.42623836236e-06-6.93627496185e-06j),(1.12877604754e-05-1.95226152983e-05j),(0.000138896142153+0j),(-3.96656435869e-08-3.07091356689e-06j),(1.55888327849e-05-5.07037059822e-06j),(-6.68629860143e-06+2.10430024049e-06j),(-3.96656435869e-08+3.07091356689e-06j),(1.63553741076e-05+0j),(-2.98230354789e-06-2.2992037653e-06j),(-7.42623836236e-06+6.93627496185e-06j),(1.55888327849e-05+5.07037059822e-06j),(-2.98230354789e-06+2.2992037653e-06j),(0.000145100963978+0j)
280195313,1407452591.33,0.00505345514041,0.000362868008999,(-0.190764063052+0j),(-0.561902929879-0.691886059922j),(-0.0707814336052-0.138598690359j),(0.340510986378-0.170295359805j),(5.75485073422e-05+0j),(4.0273105099e-06+7.20183444473e-06j),(-4.61224127275e-06+4.23055360842e-06j),(-4.21422652126e-08-1.14116799519e-05j),(4.0273105099e-06-7.20183444473e-06j),(0.000143566007375+0j),(-2.92393343365e-06+9.14458347305e-08j),(2.71392587243e-05+8.6974418772e-06j),(-4.61224127275e-06-4.23055360842e-06j),(-2.92393343365e-06-9.14458347305e-08j),(1.76464136175e-05+0j),(-1.80045972117e-06+1.78688587727e-06j),(-4.21422652126e-08+1.14116799519e-05j),(2.71392587243e-05-8.6974418772e-06j),(-1.80045972117e-06-1.78688587727e-06j),(0.000144107080665+0j)
280195314,1407452593.48,0.00489497372183,0.000398555008947,(-0.179662148735+0j),(-0.543974084998-0.712514938044j),(-0.0643263954983-0.133884985089j),(0.324655646351-0.191498843674j),(5.83660669459e-05+0j),(7.09648270435e-06+1.5234027882e-05j),(-5.5530788437e-07-3.7617548758e-06j),(-1.13427481216e-05-1.27478080516e-05j),(7.09648270435e-06-1.5234027882e-05j),(0.000164373003578+0j),(4.9713986585e-06+9.0894796802e-08j),(3.36786412723e-05-5.94054524061e-06j),(-5.5530788437e-07+3.7617548758e-06j),(4.9713986585e-06-9.0894796802e-08j),(2.09247478505e-05+0j),(3.85315215147e-06-2.31209977811e-06j),(-1.13427481216e-05+1.27478080516e-05j),(3.36786412723e-05+5.94054524061e-06j),(3.85315215147e-06+2.31209977811e-06j),(0.000154891190573+0j)
280195315,1407452595.64,0.00469992442295,0.000345104863735,(-0.178572666024+0j),(-0.565843908632-0.687312551416j),(-0.0675808627132-0.137002665494j),(0.338660667011-0.193664606838j),(5.23521288862e-05+0j),(1.84705977202e-06+8.19238971199e-06j),(2.6527215222e-06+7.63368459011e-07j),(-6.29431949848e-06-1.00018367909e-05j),(1.84705977202e-06-8.19238971199e-06j),(0.000139458803999+0j),(4.93958699921e-06+1.67596292916e-06j),(8.80097808441e-06+8.97846322179e-06j),(2.6527215222e-06-7.63368459011e-07j),(4.93958699921e-06-1.67596292916e-06j),(1.97328114395e-05+0j),(4.82196907645e-06+7.65460282609e-08j),(-6.29431949848e-06+1.00018367909e-05j),(8.80097808441e-06-8.97846322179e-06j),(4.82196907645e-06-7.65460282609e-08j),(0.00013356111941+0j)
280195316,1407452597.78,0.00476572206799,0.00035404938953,(-0.172494823029+0j),(-0.510997264322-0.749459112243j),(-0.0559170437992-0.130937544707j),(0.321337580193-0.154625916696j),(4.88902820683e-05+0j),(1.39947602005e-05+4.321777386e-06j),(-4.04515891517e-06-2.39982016175e-06j),(-7.19166817951e-06-1.89110045443e-06j),(1.39947602005e-05-4.321777386e-06j),(0.000129630763628+0j),(3.82011347907e-07+2.39531035021e-07j),(2.23513208336e-05-3.1153541593e-05j),(-4.04515891517e-06+2.39982016175e-06j),(3.82011347907e-07-2.39531035021e-07j),(2.31905191697e-05+0j),(4.22819177417e-06+1.13553116206e-08j),(-7.19166817951e-06+1.89110045443e-06j),(2.23513208336e-05+3.1153541593e-05j),(4.22819177417e-06-1.13553116206e-08j),(0.000152337824664+0j)
280195317,1407452630.02,0.0184532259244,0.000425364621455,(-0.223513656469+0j),(-0.355294608521-0.832083137246j),(0.0012573191583-0.140867858015j),(0.330803339977-0.0465709697723j),(7.36984933972e-05+0j),(-9.73376560821e-06+9.09061916757e-06j),(-3.24953171953e-06+6.01291618082e-08j),(-4.19835412805e-05-8.68206783085e-06j),(-9.73376560821e-06-9.09061916757e-06j),(0.000150043875917+0j),(3.64087590899e-06+4.20686723561e-07j),(2.8348049075e-05-2.31482692583e-05j),(-3.24953171953e-06-6.01291618082e-08j),(3.64087590899e-06-4.20686723561e-07j),(1.94422276116e-05+0j),(3.00926304833e-06+2.16838014636e-06j),(-4.19835412805e-05+8.68206783085e-06j),(2.8348049075e-05+2.31482692583e-05j),(3.00926304833e-06-2.16838014636e-06j),(0.00018218002453+0j)
280195318,1407452632.17,0.00465655083605,0.000402717045297,(-0.214339249704+0j),(-0.770400177064-0.529617060856j),(-0.07123976968-0.0813939192458j),(0.237801393353-0.108620644962j),(6.4622851836e-05+0j),(-2.33907416519e-05-1.02065780104e-06j),(-1.09615676751e-06+2.03960955278e-06j),(-2.62667100946e-05-8.81243704019e-06j),(-2.33907416519e-05+1.02065780104e-06j),(0.000167636590695+0j),(4.85216842398e-06-7.99835413312e-07j),(5.52479792853e-05+4.29671237764e-06j),(-1.09615676751e-06-2.03960955278e-06j),(4.85216842398e-06+7.99835413312e-07j),(1.69382926242e-05+0j),(4.42273391491e-06-2.54315257772e-06j),(-2.62667100946e-05+8.81243704019e-06j),(5.52479792853e-05-4.29671237764e-06j),(4.42273391491e-06+2.54315257772e-06j),(0.000153519310142+0j)
280195319,1407452634.33,0.0060793963627,0.000441096815598,(-0.244447736403+0j),(-0.717904739736-0.584166454468j),(-0.0657416051212-0.0900109335436j),(0.242464587898-0.111331213597j),(7.42058141265e-05+0j),(-1.31749615825e-05+6.54117067045e-06j),(-1.92782913269e-06+3.68982189687e-06j),(-2.58237589015e-05-1.27413913026e-05j),(-1.31749615825e-05-6.54117067045e-06j),(0.000167413246377+0j),(1.39521860742e-06+3.38986210799e-06j),(6.89934782816e-05+9.93456477794e-06j),(-1.92782913269e-06-3.68982189687e-06j),(1.39521860742e-06-3.38986210799e-06j),(2.29683316552e-05+0j),(5.33083166605e-06+2.23465499663e-06j),(-2.58237589015e-05+1.27413913026e-05j),(6.89934782816e-05-9.93456477794e-06j),(5.33083166605e-06-2.23465499663e-06j),(0.000176509423439+0j)
280195320,1407452636.48,0.00544458514875,0.000400458406233,(-0.256657336585+0j),(-0.756178977577-0.520269041807j),(-0.0681583874305-0.0914272507909j),(0.255209915041-0.116206199854j),(6.78627935679e-05+0j),(-1.22337854361e-08+1.32735107224e-05j),(7.26567508847e-07-3.82338445087e-07j),(-2.58895855712e-05-2.11549276793e-05j),(-1.22337854361e-08-1.32735107224e-05j),(0.000149153624489+0j),(3.94988214143e-06-1.10649325173e-05j),(3.47656856468e-05-7.74303997063e-06j),(7.26567508847e-07+3.82338445087e-07j),(3.94988214143e-06+1.10649325173e-05j),(1.9966842634e-05+0j),(3.43658342958e-06+1.17978068384e-05j),(-2.58895855712e-05+2.11549276793e-05j),(3.47656856468e-05+7.74303997063e-06j),(3.43658342958e-06-1.17978068384e-05j),(0.000163475145543+0j)
280195203,1407452670.96,0.00369627243664,0.00041813354006,(-0.268232339613+0j),(-0.762742350814-0.48978073097j),(-0.0749034061411-0.0805259443734j),(0.268043009875-0.149827736816j),(8.13541668527e-05+0j),(-3.8242058652e-06+2.39388858703e-05j),(-6.08543657132e-06+9.71160744354e-07j),(-3.5493020136e-05+1.06924002512e-05j),(-3.8242058652e-06-2.39388858703e-05j),(0.000146644609057+0j),(3.98859019108e-06+8.39556867906e-06j),(2.63579899749e-05+4.71589060319e-06j),(-6.08543657132e-06-9.71160744354e-07j),(3.98859019108e-06-8.39556867906e-06j),(2.114615993e-05+0j),(7.89286128601e-06+3.17795752484e-06j),(-3.5493020136e-05-1.06924002512e-05j),(2.63579899749e-05-4.71589060319e-06j),(7.89286128601e-06-3.17795752484e-06j),(0.000168988604221+0j)
280195204,1407452673.1,0.00350894741052,0.00048641167642,(-0.265381670211+0j),(-0.764532589739-0.488018763873j),(-0.0905305495172-0.0721307806581j),(0.270415944791-0.142747193807j),(7.81995974891e-05+0j),(-1.96569367399e-05+9.74800606932e-06j),(-2.90832518814e-06-6.08347166083e-06j),(-3.11722197409e-05+1.18212799093e-06j),(-1.96569367399e-05-9.74800606932e-06j),(0.000211042670317+0j),(-4.23960363742e-06+4.11652719381e-06j),(5.52747538397e-05-8.11989227024e-06j),(-2.90832518814e-06+6.08347166083e-06j),(-4.23960363742e-06-4.11652719381e-06j),(2.3036137097e-05+0j),(8.0145808245e-07+3.11971249507e-06j),(-3.11722197409e-05-1.18212799093e-06j),(5.52747538397e-05+8.11989227024e-06j),(8.0145808245e-07-3.11971249507e-06j),(0.000174133271517+0j)
280195205,1407452675.26,0.00398810897156,0.000404720852156,(-0.273002333153+0j),(-0.75112463972-0.505152931388j),(-0.0621235324437-0.0890491652925j),(0.274735926838-0.137233745816j),(5.98622353705e-05+0j),(-1.43575406617e-05+7.19239902389e-06j),(-5.0379321339e-06+1.57025242008e-07j),(-3.59178344393e-05-1.15715467516e-05j),(-1.43575406617e-05-7.19239902389e-06j),(0.000140536710235+0j),(8.12953340125e-06-1.82246843426e-06j),(5.21800879573e-05-7.75305074716e-06j),(-5.0379321339e-06-1.57025242008e-07j),(8.12953340125e-06+1.82246843426e-06j),(1.79294306614e-05+0j),(1.23042292733e-05+3.07346292557e-06j),(-3.59178344393e-05+1.15715467516e-05j),(5.21800879573e-05+7.75305074716e-06j),(1.23042292733e-05-3.07346292557e-06j),(0.00018639247589+0j)
280195206,1407452677.41,0.00399446245768,0.000428583800135,(-0.272286667327+0j),(-0.775039903467-0.476013365529j),(-0.0682448803277-0.0724448960716j),(0.257311925167-0.149897769084j),(7.55429253853e-05+0j),(-1.40302997221e-05+2.17547807373e-05j),(-1.30297418523e-06-5.24873162781e-06j),(-2.37891121132e-05-7.6288764783e-06j),(-1.40302997221e-05-2.17547807373e-05j),(0.000159597014192+0j),(4.12030109309e-06+3.86023834077e-06j),(2.53441162297e-05+4.36689810258e-08j),(-1.30297418523e-06+5.24873162781e-06j),(4.12030109309e-06-3.86023834077e-06j),(2.37800354685e-05+0j),(7.04544877605e-06-4.16708029639e-06j),(-2.37891121132e-05+7.6288764783e-06j),(2.53441162297e-05-4.36689810258e-08j),(7.04544877605e-06+4.16708029639e-06j),(0.00016966382509+0j)
280195071,1407452709.71,0.00407385310081,0.000379931603527,(-0.261838223381+0j),(-0.761669374701-0.492230345567j),(-0.0725065507414-0.0734764554363j),(0.276901319809-0.147239481819j),(5.75467687449e-05+0j),(7.44784650836e-06+4.49017962555e-06j),(-5.1773073504e-06-5.52086116598e-07j),(-2.04672327305e-05-2.1766109827e-05j),(7.44784650836e-06-4.49017962555e-06j),(0.000157762957893+0j),(1.73714638049e-05-6.26122243754e-06j),(2.41136812489e-05-7.83171978798e-06j),(-5.1773073504e-06+5.52086116598e-07j),(1.73714638049e-05+6.26122243754e-06j),(2.65888927431e-05+0j),(1.48108214483e-05+3.2824243607e-06j),(-2.04672327305e-05+2.1766109827e-05j),(2.41136812489e-05+7.83171978798e-06j),(1.48108214483e-05-3.2824243607e-06j),(0.000138032984146+0j)
280195072,1407452711.87,0.00391982985564,0.000365851329512,(-0.274440728662+0j),(-0.774272740689-0.476340044374j),(-0.0734436253878-0.0799241524595j),(0.249537960554-0.15566997652j),(5.66127726963e-05+0j),(-5.21779544542e-06+7.14505411251e-06j),(-3.49577904833e-06+1.9745984427e-06j),(-2.0112514657e-05-6.81919815123e-06j),(-5.21779544542e-06-7.14505411251e-06j),(0.000136215357629+0j),(5.35355483366e-06+4.86924261853e-06j),(2.89129820389e-05-4.02024599489e-06j),(-3.49577904833e-06-1.9745984427e-06j),(5.35355483366e-06-4.86924261853e-06j),(2.1523584422e-05+0j),(4.10595614206e-06+4.5567086138e-06j),(-2.0112514657e-05+6.81919815123e-06j),(2.89129820389e-05+4.02024599489e-06j),(4.10595614206e-06-4.5567086138e-06j),(0.000151499614765+0j)
