site_id,id,bearing,sv1,sv2,sv3,sv4
3,3102,7.0,(0.486557169389-6.93889390391e-18j),(-0.211890823141-0.183656760083j),(0.502033093193-0.103164096664j),(0.290587643078+0.580958999113j)
3,3103,8.0,(0.489190663296-1.38777878078e-17j),(-0.205934677066-0.188817750701j),(0.50562354595-0.0666758074035j),(0.268874153754+0.591808344548j)
3,3104,9.0,(0.491825384266-1.38777878078e-17j),(-0.199751472541-0.194230518477j),(0.50654999397-0.0302911112257j),(0.247135938207+0.601577116036j)
3,3105,10.0,(0.494456773371+2.77555756156e-17j),(-0.193201790386-0.19997662116j),(0.504851751124+0.00588513483829j),(0.225116077876+0.610416042143j)
3,3106,11.0,(0.497081579221+2.77555756156e-17j),(-0.186279692214-0.205994705989j),(0.500568360314+0.0416629790417j),(0.202857602144+0.618320521295j)
3,3107,12.0,(0.499696633097+0j),(-0.178943391047-0.212255085994j),(0.493750388738+0.0768588234934j),(0.180622758589+0.625227166791j)
3,3108,13.0,(0.502299200846-5.55111512313e-17j),(-0.171113033299-0.218756194112j),(0.484462423578+0.111293560195j),(0.158240230973+0.63121430838j)
3,3109,14.0,(0.504886051921+2.77555756156e-17j),(-0.162782916301-0.225431370886j),(0.47278113912+0.144794665733j),(0.13597401251+0.636235853238j)
3,3110,15.0,(0.507454872684+5.55111512313e-17j),(-0.153910955009-0.232244618923j),(0.458795101696+0.177198372645j),(0.113644287829+0.640356287027j)
3,3111,16.0,(0.510000817168+2.77555756156e-17j),(-0.144411921061-0.239178659695j),(0.442604407011+0.20834789164j),(0.0912919564662+0.64358076876j)
3,3112,17.0,(0.512523226304-5.55111512313e-17j),(-0.134325928706-0.246138317482j),(0.42427873721+0.238171014684j),(0.0691795632499+0.645885999994j)
3,3113,18.0,(0.515015812499+0j),(-0.123526598816-0.253122783331j),(0.403923124343+0.266518673747j),(0.0471217176011+0.647319240186j)
3,3114,19.0,(0.517475385127+5.55111512313e-17j),(-0.112102722871-0.260014281779j),(0.3817053807+0.293188173705j),(0.0252687679078+0.647879591511j)
3,3115,20.0,(0.519896928945+0j),(-0.0999268450578-0.266797982813j),(0.357710760537+0.318124517971j),(0.00365706534326+0.647585572733j)
3,3116,21.0,(0.522273132452-2.77555756156e-17j),(-0.0870517107349-0.273380017324j),(0.33213123927+0.341154734337j),(-0.0175655033682+0.646459496903j)
3,3117,22.0,(0.524599270298+0j),(-0.0734444224896-0.279699247294j),(0.304995123596+0.362294504713j),(-0.0387026770149+0.64450959861j)
3,3118,23.0,(0.526868293209+5.55111512313e-17j),(-0.0590743908554-0.285690212147j),(0.276572773882+0.381339070389j),(-0.0593815636333+0.641765505993j)
3,3119,24.0,(0.52907006776+0j),(-0.0439617923711-0.291272274909j),(0.24695731648+0.398268035458j),(-0.0795727999842+0.638259752259j)
3,3120,25.0,(0.531197318672+0j),(-0.028186145217-0.296361122027j),(0.216378256435+0.412976810388j),(-0.0992451723084+0.634023686625j)
3,3121,26.0,(0.533239276039-5.55111512313e-17j),(-0.0116795869373-0.300895341944j),(0.184852961821+0.425495080219j),(-0.118592392912+0.629047389705j)
3,3122,27.0,(0.535185818626+0j),(0.00551780790873-0.304793051879j),(0.152612204663+0.435738632151j),(-0.137363664004+0.623393513052j)
3,3123,28.0,(0.537026031547+0j),(0.0233577975247-0.307981528399j),(0.119892636183+0.44365932707j),(-0.155427771102+0.617121704499j)
3,3124,29.0,(0.538747082362+5.55111512313e-17j),(0.0418393653953-0.310381382462j),(0.0867780964538+0.449276052075j),(-0.172978286014+0.610215986144j)
3,3125,30.0,(0.540337013192+5.55111512313e-17j),(0.0608431984868-0.311930919381j),(0.0535026668551+0.452574665142j),(-0.189780311183+0.602768769517j)
3,3126,31.0,(0.541782904148+0j),(0.08040555372-0.312545137061j),(0.0201386483899+0.453585317633j),(-0.205922208999+0.59478786749j)
3,3127,32.0,(0.54307040552+0j),(0.100336704489-0.312191308727j),(-0.013091414801+0.452327365054j),(-0.221185012484+0.586386755538j)
3,3128,33.0,(0.544188137316-2.77555756156e-17j),(0.120655536422-0.31079239105j),(-0.0459713631487+0.448850039435j),(-0.235763579449+0.577533906255j)
3,3129,34.0,(0.545120185487+2.77555756156e-17j),(0.141317423744-0.308278364721j),(-0.0785288396948+0.443192867983j),(-0.249547661014+0.568310730986j)
3,3130,35.0,(0.545854642555-2.77555756156e-17j),(0.162214630586-0.304605604514j),(-0.110487325361+0.435431864052j),(-0.262435193787+0.558805834157j)
3,3131,36.0,(0.546376807445+2.77555756156e-17j),(0.183234331723-0.299749162735j),(-0.141738901213+0.425640320145j),(-0.274527201458+0.549020237162j)
3,3132,37.0,(0.546675110854+0j),(0.204254760945-0.293696490964j),(-0.17211204918+0.413923415155j),(-0.285729975512+0.539047230775j)
3,3133,38.0,(0.546736172833+0j),(0.225304091335-0.28634004661j),(-0.201522191327+0.400371196159j),(-0.296145604851+0.528882306254j)
3,3134,39.0,(0.546548277231+0j),(0.246147521837-0.277758561395j),(-0.229961646488+0.385033443017j),(-0.305509999004+0.518726410675j)
3,3135,40.0,(0.546100495477-2.77555756156e-17j),(0.2667515011-0.267897837387j),(-0.257097453883+0.368158869455j),(-0.31402712008+0.508522908163j)
3,3136,41.0,(0.545382849704+2.77555756156e-17j),(0.287023074901-0.256744236933j),(-0.283139599924+0.349675278416j),(-0.321714045998+0.498314095478j)
3,3137,42.0,(0.544385819589+0j),(0.306866863507-0.244293106257j),(-0.307848732238+0.329805811922j),(-0.328507161001+0.4881987458j)
3,3138,43.0,(0.543102241521+0j),(0.326183952974-0.230548588804j),(-0.331191956262+0.308649332121j),(-0.334434619473+0.478217832651j)
3,3139,44.0,(0.541525084612+0j),(0.344834858459-0.215584929477j),(-0.353042970008+0.28642072961j),(-0.339445047258+0.468469346039j)
3,3140,45.0,(0.539648496233-1.38777878078e-17j),(0.362761709269-0.199371142892j),(-0.373491124473+0.263099440639j),(-0.343655750325+0.458931781126j)
3,3141,46.0,(0.537469015966+0j),(0.379830727059-0.182007779434j),(-0.392430222396+0.238902756299j),(-0.347099644487+0.449638381663j)
3,3142,47.0,(0.534982555038+0j),(0.395981280712-0.163477713466j),(-0.40989931987+0.213854701395j),(-0.349659751144+0.440742896733j)
3,3143,48.0,(0.532188286613+0j),(0.411116470854-0.143833319843j),(-0.425793032759+0.188260626205j),(-0.351531079263+0.432151572107j)
3,3144,49.0,(0.529085815092+0j),(0.425145136511-0.123136884977j),(-0.44022729613+0.161991003881j),(-0.352677410407+0.423951185067j)
3,3145,50.0,(0.525675835951+0j),(0.437980013496-0.101461325142j),(-0.453147672057+0.135280515966j),(-0.353138713055+0.416165161236j)
3,3146,51.0,(0.521961555996+0j),(0.449553598815-0.0788069307764j),(-0.464574570425+0.10821393852j),(-0.352957987195+0.408812958228j)
3,3147,52.0,(0.517947037753+0j),(0.459771379589-0.0553363420553j),(-0.474514778627+0.0809581202382j),(-0.352104992499+0.401973401772j)
3,3148,53.0,(0.513637279703+0j),(0.468571347485-0.0310638144173j),(-0.483025226968+0.0534305240756j),(-0.350692446097+0.39559991672j)
3,3149,54.0,(0.509038437863-3.46944695195e-18j),(0.475883933234-0.00608738898439j),(-0.490101657281+0.0259610983484j),(-0.348760213031+0.389705010581j)
3,3150,55.0,(0.504159319614+0j),(0.481645681764+0.0194887590977j),(-0.495799975545-0.00153865723026j),(-0.3462117907+0.384419586802j)
3,3151,56.0,(0.499007853435+6.93889390391e-18j),(0.485804825655+0.0455553849396j),(-0.500143597489-0.0290824507851j),(-0.343353604876+0.379510784365j)
3,3152,57.0,(0.49359670745+0j),(0.488292597911+0.0721668097627j),(-0.503168957789-0.0564206550075j),(-0.340018778914+0.375165990436j)
3,3153,58.0,(0.487936083649+1.38777878078e-17j),(0.489064451541+0.0991201292837j),(-0.504912333464-0.0835683489526j),(-0.336307245851+0.371331177577j)
3,3154,59.0,(0.482039805922+0j),(0.488106912285+0.126207217435j),(-0.505449871873-0.110278963362j),(-0.332119487848+0.368125833118j)
3,3155,60.0,(0.475922865825+0j),(0.485352537127+0.153470016375j),(-0.504733317776-0.136923187926j),(-0.32774204041+0.365320089846j)
3,3156,61.0,(0.469599902311+0j),(0.48077265878+0.180778609549j),(-0.502880067238-0.16308318072j),(-0.323133488797+0.362977877023j)
3,3157,62.0,(0.463089443025-2.77555756156e-17j),(0.474347756845+0.207998412236j),(-0.49988842325-0.188870605906j),(-0.31818846616+0.361212669172j)
3,3158,63.0,(0.456408775711+0j),(0.466071184559+0.23499258895j),(-0.495798892865-0.214221458714j),(-0.313114142811+0.359860141649j)
3,3159,64.0,(0.449578572356+0j),(0.455902424236+0.261702243167j),(-0.490656555057-0.239074333764j),(-0.3078605628+0.358978417963j)
3,3160,65.0,(0.442618435609-2.77555756156e-17j),(0.443894044031+0.287906021829j),(-0.484510843195-0.263372750976j),(-0.302439745985+0.358568483898j)
3,3161,66.0,(0.43555111813+0j),(0.430018291804+0.313542088278j),(-0.47736433417-0.287145213132j),(-0.296921776153+0.358579459773j)
3,3162,67.0,(0.428399506856+2.77555756156e-17j),(0.414303456311+0.338465626444j),(-0.469262394084-0.310336991172j),(-0.291434461057+0.358911187688j)
3,3163,68.0,(0.421186672382+0j),(0.396788583735+0.362535188555j),(-0.460194993024-0.332976584558j),(-0.285791614869+0.359720946412j)
3,3164,69.0,(0.413938292901+0j),(0.377524385924+0.385610992477j),(-0.450328097215-0.354855265309j),(-0.280176779881+0.360857184687j)
3,3165,70.0,(0.406679162764+0j),(0.35650358337+0.407620672082j),(-0.439530929867-0.376163568116j),(-0.274586027529+0.362324007635j)
3,3166,71.0,(0.399435380227+0j),(0.333865516368+0.428361835047j),(-0.427911309244-0.396775404465j),(-0.269072860329+0.364077351596j)
3,3167,72.0,(0.39223257601-2.77555756156e-17j),(0.309617584005+0.447764304343j),(-0.415520130569-0.416650922621j),(-0.263565853805+0.366163564853j)
3,3168,73.0,(0.385097193867+0j),(0.283929412342+0.465646369639j),(-0.402413097168-0.435752870756j),(-0.258113135631+0.368535537764j)
3,3169,74.0,(0.378055041781+0j),(0.256907891671+0.481896343997j),(-0.388647962837-0.454049932557j),(-0.252700912437+0.371190386197j)
3,3170,75.0,(0.371131271836+0j),(0.228669362827+0.496412471488j),(-0.374200564077-0.47157967139j),(-0.24750866643+0.373995415934j)
3,3171,76.0,(0.364352241471-2.77555756156e-17j),(0.199339164915+0.509101502664j),(-0.359123182977-0.488312658641j),(-0.242259349128+0.377118941543j)
3,3172,77.0,(0.357739620637+0j),(0.168958220702+0.519910373511j),(-0.343558338338-0.504163866289j),(-0.237263319525+0.380343618712j)
3,3173,78.0,(0.351318062278+0j),(0.137935921566+0.528678822401j),(-0.327568466285-0.519121666904j),(-0.23223943591+0.383828663153j)
3,3174,79.0,(0.345106013679-2.77555756156e-17j),(0.106237113912+0.535416628829j),(-0.311124123691-0.533233505027j),(-0.227302388168+0.387481588763j)
3,3175,80.0,(0.339125587959+0j),(0.0741026785632+0.540060005606j),(-0.2942803006-0.546488999661j),(-0.222434137789+0.391292411427j)
3,3176,81.0,(0.333391164855+0j),(0.041777195671+0.54258215481j),(-0.277288232492-0.55878539207j),(-0.217548780633+0.395287556313j)
3,3177,82.0,(0.327918995351+0j),(0.00950532418622+0.542987213628j),(-0.260214796173-0.570140769171j),(-0.212697627228+0.399413507145j)
3,3178,83.0,(0.322722041034+0j),(-0.0225660660031+0.541312744993j),(-0.243022482045-0.580617461582j),(-0.20772352951+0.403727805357j)
3,3179,84.0,(0.317809366237-2.77555756156e-17j),(-0.0543894846709+0.537592663438j),(-0.225871058617-0.590194053593j),(-0.202749146022+0.408141086729j)
3,3180,85.0,(0.313188657323+0j),(-0.0855512783625+0.531911080467j),(-0.208923440576-0.598862282296j),(-0.197616141754+0.412707244316j)
3,3181,86.0,(0.308866004183-2.77555756156e-17j),(-0.116024591542+0.524342686339j),(-0.192237169392-0.606664537366j),(-0.192306427908+0.417403977571j)
3,3182,87.0,(0.304842993486+0j),(-0.145514768126+0.515023604037j),(-0.175868874273-0.613643534445j),(-0.186729085821+0.422245058075j)
3,3183,88.0,(0.301121934695-2.77555756156e-17j),(-0.173932425046+0.504075031149j),(-0.160082079443-0.619789078633j),(-0.180792242382+0.427236288111j)
3,3184,89.0,(0.29769846058+0j),(-0.201112755704+0.491654605244j),(-0.144929965702-0.625164733866j),(-0.174474856925+0.432351616254j)
3,3185,90.0,(0.294571175302+2.77555756156e-17j),(-0.226912806313+0.477939028465j),(-0.130346424303-0.629854865443j),(-0.167759011553+0.437564004773j)
3,3186,91.0,(0.29173392153+0j),(-0.251376308895+0.463033637779j),(-0.116480972239-0.633893774925j),(-0.160548765223+0.442872532275j)
3,3187,92.0,(0.289181175272-4.16333634234e-17j),(-0.274313345565+0.447165051006j),(-0.103589196051-0.637306675291j),(-0.152747409007+0.448271750843j)
3,3188,93.0,(0.286905270454+1.38777878078e-17j),(-0.295647093109+0.430536898788j),(-0.091814892578-0.640147212402j),(-0.144176523951+0.453773999697j)
3,3189,94.0,(0.28489741662-2.77555756156e-17j),(-0.315392408115+0.41330430149j),(-0.0808519436934-0.64252891868j),(-0.134970708718+0.459285428603j)
3,3190,95.0,(0.283150926547-1.38777878078e-17j),(-0.333574248755+0.395612177239j),(-0.0710608358382-0.644466316682j),(-0.124948958251+0.464807552313j)
3,3191,96.0,(0.281655754524+1.38777878078e-17j),(-0.350101791954+0.377716854793j),(-0.062569376663-0.646009077404j),(-0.114008874778+0.470306357927j)
3,3192,97.0,(0.280406002888+2.77555756156e-17j),(-0.365162351533+0.359633861759j),(-0.0551716596612-0.647233053026j),(-0.102210737811+0.475700372251j)
3,3193,98.0,(0.279394406168+1.38777878078e-17j),(-0.378629584712+0.341673047069j),(-0.0491020980196-0.648166191037j),(-0.0893698853839+0.480957928142j)
3,3194,99.0,(0.278614689294+1.38777878078e-17j),(-0.390701898317+0.323824758877j),(-0.0443723494048-0.64884689496j),(-0.075636158686+0.485974670232j)
3,3195,100.0,(0.278060390597-2.77555756156e-17j),(-0.401340904257+0.30632565024j),(-0.0409898693294-0.649311037667j),(-0.0607423874031+0.490711588517j)
3,3196,101.0,(0.277729981505+1.38777878078e-17j),(-0.410689003227+0.289204131711j),(-0.0388451769221-0.649586426915j),(-0.0447616622097+0.495062107212j)
3,3197,102.0,(0.27762016989+2.77555756156e-17j),(-0.418829333339+0.272541216448j),(-0.038167764067-0.649674389829j),(-0.0276885127044+0.498928924189j)
3,3198,103.0,(0.277729981505+1.38777878078e-17j),(-0.425800687535+0.256483665942j),(-0.0388451769221-0.649586426915j),(-0.00943615426812+0.502210559589j)
3,3199,104.0,(0.278060390597-2.77555756156e-17j),(-0.431736216675+0.241021451209j),(-0.0409898693294-0.649311037667j),(0.00989995415834+0.504788981984j)
3,3200,105.0,(0.278614689294+1.38777878078e-17j),(-0.436717643388+0.226207666893j),(-0.0443723494048-0.64884689496j),(0.0303035988646+0.506549247069j)
3,3201,106.0,(0.279394406168+1.38777878078e-17j),(-0.440787739899+0.212164260447j),(-0.0491020980196-0.648166191037j),(0.0518360237453+0.507359695043j)
3,3202,107.0,(0.280406002888+2.77555756156e-17j),(-0.444135876607+0.198698772503j),(-0.0551716596612-0.647233053026j),(0.0742836426856+0.507111425557j)
3,3203,108.0,(0.281655754524-2.77555756156e-17j),(-0.446757673625+0.185993749605j),(-0.062569376663-0.646009077404j),(0.0977715035851+0.505650096619j)
3,3204,109.0,(0.283150926547-1.38777878078e-17j),(-0.448787814191+0.17391894862j),(-0.0710608358382-0.644466316682j),(0.121974993432+0.502894497076j)
3,3205,110.0,(0.28489741662-2.77555756156e-17j),(-0.450256392968+0.162571146671j),(-0.0808519436934-0.64252891868j),(0.146992292751+0.498684351668j)
3,3206,111.0,(0.286905270454+1.38777878078e-17j),(-0.451251365735+0.151887846063j),(-0.091814892578-0.640147212402j),(0.172562953809+0.492941428421j)
3,3207,112.0,(0.289181175272-4.16333634234e-17j),(-0.451878487996+0.14172214241j),(-0.103589196051-0.637306675291j),(0.198584828018+0.485559945298j)
3,3208,113.0,(0.29173392153+0j),(-0.452133914431+0.132238078022j),(-0.116480972239-0.633893774925j),(0.22494156685+0.476436239062j)
3,3209,114.0,(0.294571175302+2.77555756156e-17j),(-0.452113140471+0.123284437153j),(-0.130346424303-0.629854865443j),(0.2514235061+0.465511930222j)
3,3210,115.0,(0.29769846058+0j),(-0.45187771751+0.114786428612j),(-0.144929965702-0.625164733866j),(0.2777355977+0.452806282128j)
3,3211,116.0,(0.301121934695+0j),(-0.451485091761+0.10666720537j),(-0.160082079443-0.619789078633j),(0.30381871721+0.438221761878j)
3,3212,117.0,(0.304842993486+0j),(-0.450967663232+0.0989282936253j),(-0.175868874273-0.613643534445j),(0.329445838097+0.421769249968j)
3,3213,118.0,(0.308866004183-2.77555756156e-17j),(-0.450358881936+0.0915681176397j),(-0.192237169392-0.606664537366j),(0.354392396992+0.403488522158j)
3,3214,119.0,(0.313188657323+0j),(-0.449708366153+0.0845091379954j),(-0.208923440576-0.598862282296j),(0.378507801843+0.383380049947j)
3,3215,120.0,(0.317809366237-2.77555756156e-17j),(-0.449058741568+0.077669875183j),(-0.225871058617-0.590194053593j),(0.401508100702+0.361601068715j)
3,3216,121.0,(0.322722041034+0j),(-0.44843868791+0.0710489177735j),(-0.243022482045-0.580617461582j),(0.423317171965+0.338129098343j)
3,3217,122.0,(0.327918995351+0j),(-0.447898310892+0.0644866917914j),(-0.260214796173-0.570140769171j),(0.443622689466+0.313248104132j)
3,3218,123.0,(0.333391164855+0j),(-0.447437203357+0.0581349566364j),(-0.277288232492-0.55878539207j),(0.462369228166+0.286976350317j)
3,3219,124.0,(0.339125587959+0j),(-0.447101826516+0.0518329395332j),(-0.2942803006-0.546488999661j),(0.47943968477+0.259410110237j)
3,3220,125.0,(0.345106013679-2.77555756156e-17j),(-0.446905024204+0.0456536596414j),(-0.311124123691-0.533233505027j),(0.494686123945+0.230744294785j)
3,3221,126.0,(0.351318062278+0j),(-0.446876251314+0.0395122039479j),(-0.327568466285-0.519121666904j),(0.507985610978+0.201192034518j)
3,3222,127.0,(0.357739620637+0j),(-0.44703422271+0.0333999223464j),(-0.343558338338-0.504163866289j),(0.519247235207+0.170985337259j)
3,3223,128.0,(0.364352241471-2.77555756156e-17j),(-0.447385759149+0.0274639913523j),(-0.359123182977-0.488312658641j),(0.528483884363+0.140090066218j)
3,3224,129.0,(0.371131271836+0j),(-0.447968588071+0.0213835263361j),(-0.374200564077-0.47157967139j),(0.535582876736+0.108931177775j)
3,3225,130.0,(0.378055041781-2.77555756156e-17j),(-0.448774603962+0.0155373353703j),(-0.388647962837-0.454049932557j),(0.540562830704+0.0775730444268j)
3,3226,131.0,(0.385097193867+0j),(-0.449831775422+0.00960245806614j),(-0.402413097168-0.435752870756j),(0.543424888893+0.0461718841155j)
3,3227,132.0,(0.39223257601-2.77555756156e-17j),(-0.451141063919+0.00380209992215j),(-0.415520130569-0.416650922621j),(0.544182373895+0.0148816837467j)
3,3228,133.0,(0.399435380227+0j),(-0.452712948102-0.00187316101742j),(-0.427911309244-0.396775404465j),(0.542862204677-0.0161453237129j)
3,3229,134.0,(0.406679162764+0j),(-0.454556984969-0.00735665950436j),(-0.439530929867-0.376163568116j),(0.539510707103-0.0466649138595j)
3,3230,135.0,(0.413938292901+0j),(-0.456678000526-0.0127334033541j),(-0.450328097215-0.354855265309j),(0.53418011702-0.0766296422202j)
3,3231,136.0,(0.421186672382+0j),(-0.459079918073-0.0179341918961j),(-0.460194993024-0.332976584558j),(0.526951343039-0.105807491193j)
3,3232,137.0,(0.428399506856+2.77555756156e-17j),(-0.461761748038-0.0229646203391j),(-0.469262394084-0.310336991172j),(0.517887062186-0.134161563109j)
3,3233,138.0,(0.43555111813+0j),(-0.464737263481-0.0275870632247j),(-0.47736433417-0.287145213132j),(0.507070059153-0.161568336992j)
3,3234,139.0,(0.442618435609-2.77555756156e-17j),(-0.467989633579-0.032044663508j),(-0.484510843195-0.263372750976j),(0.494591356859-0.187912717643j)
3,3235,140.0,(0.449578572356+0j),(-0.471524114698-0.0361751288675j),(-0.490656555057-0.239074333764j),(0.480551053128-0.213086296698j)
3,3236,141.0,(0.456408775711+2.77555756156e-17j),(-0.475340328496-0.0398918548251j),(-0.495798892865-0.214221458714j),(0.465015431018-0.237074914011j)
3,3237,142.0,(0.463089443025-2.77555756156e-17j),(-0.479430375819-0.0431857280846j),(-0.49988842325-0.188870605906j),(0.448131977929-0.25970534125j)
3,3238,143.0,(0.469599902311+0j),(-0.483776895791-0.0461313980883j),(-0.502880067238-0.16308318072j),(0.429972149915-0.280975453372j)
3,3239,144.0,(0.475922865825+0j),(-0.488390000618-0.0484646303384j),(-0.504733317776-0.136923187926j),(0.410650254749-0.300809739697j)
3,3240,145.0,(0.482039805922+0j),(-0.49324042898-0.0503374853984j),(-0.505449871873-0.110278963362j),(0.390286393165-0.319144404405j)
3,3241,146.0,(0.487936083649+0j),(-0.498301088732-0.0518211541877j),(-0.504912333464-0.0835683489526j),(0.369002306271-0.335925789062j)
3,3242,147.0,(0.49359670745+0j),(-0.50358805618-0.0525486447656j),(-0.503168957789-0.0564206550075j),(0.346804021187-0.351233085706j)
3,3243,148.0,(0.499007853435+0j),(-0.509063762853-0.0526708532315j),(-0.500143597489-0.0290824507851j),(0.323867387967-0.364954157037j)
3,3244,149.0,(0.504159319614+0j),(-0.514712728103-0.0520752365898j),(-0.495799975545-0.00153865723026j),(0.30038240904-0.377005016986j)
3,3245,150.0,(0.509038437863-3.46944695195e-18j),(-0.520482421844-0.0510071565227j),(-0.490101657281+0.0259610983484j),(0.276345908358-0.387473241849j)
3,3246,151.0,(0.513637279703+1.73472347598e-18j),(-0.526379579842-0.0490818070576j),(-0.483025226968+0.0534305240756j),(0.251876604679-0.396336024436j)
3,3247,152.0,(0.517947037753+0j),(-0.532355642661-0.046454399166j),(-0.474514778627+0.0809581202382j),(0.227096034834-0.403582981806j)
3,3248,153.0,(0.521961555996+0j),(-0.538376960033-0.0431001675755j),(-0.464574570425+0.10821393852j),(0.202124401207-0.409212288407j)
3,3249,154.0,(0.525675835951+0j),(-0.544414484223-0.0389006613459j),(-0.453147672057+0.135280515966j),(0.177009851145-0.413265538509j)
3,3250,155.0,(0.529085815092+0j),(-0.550422502443-0.0339268615619j),(-0.44022729613+0.161991003881j),(0.151939438501-0.415722848264j)
3,3251,156.0,(0.532188286613+0j),(-0.556359905257-0.0281555817626j),(-0.425793032759+0.188260626205j),(0.126953293097-0.416638497833j)
3,3252,157.0,(0.534982555038+0j),(-0.562184174083-0.021568426048j),(-0.40989931987+0.213854701395j),(0.102161808187-0.416039784663j)
3,3253,158.0,(0.537469015966+1.38777878078e-17j),(-0.567846715125-0.0142458973057j),(-0.392430222396+0.238902756299j),(0.0776691054418-0.413963432023j)
3,3254,159.0,(0.539648496233-1.38777878078e-17j),(-0.573307901998-0.00597527952339j),(-0.373491124473+0.263099440639j),(0.0535747027952-0.410456650026j)
3,3255,160.0,(0.541525084612+0j),(-0.57851284836+0.00305819700387j),(-0.353042970008+0.28642072961j),(0.0299006198477-0.405578468806j)
3,3256,161.0,(0.543102241521+0j),(-0.583415284014+0.0128614363907j),(-0.331191956262+0.308649332121j),(0.00680703186853-0.399377374539j)
3,3257,162.0,(0.544385819589+0j),(-0.587963225974+0.0235417741733j),(-0.307848732238+0.329805811922j),(-0.0156968530781-0.391918362018j)
3,3258,163.0,(0.545382849704+2.77555756156e-17j),(-0.59210799293+0.0349998550527j),(-0.283139599924+0.349675278416j),(-0.0374687065993-0.383270067641j)
3,3259,164.0,(0.546100495477-2.77555756156e-17j),(-0.595799893498+0.0472341738605j),(-0.257097453883+0.368158869455j),(-0.0584467263522-0.373509832259j)
3,3260,165.0,(0.546548277231+0j),(-0.598996849634+0.0601350376459j),(-0.229961646488+0.385033443017j),(-0.0785782951258-0.362717345146j)
3,3261,166.0,(0.546736172833+0j),(-0.601654648953+0.0736912242644j),(-0.201522191327+0.400371196159j),(-0.097819476149-0.350975648658j)
3,3262,167.0,(0.546675110854+0j),(-0.603698431789+0.0881007342061j),(-0.17211204918+0.413923415155j),(-0.116194159126-0.33834383925j)
3,3263,168.0,(0.546376807445+2.77555756156e-17j),(-0.605122185047+0.103031773338j),(-0.141738901213+0.425640320145j),(-0.133500062662-0.324964789095j)
3,3264,169.0,(0.545854642555+0j),(-0.605869209281+0.118569357219j),(-0.110487325361+0.435431864052j),(-0.149840587648-0.310879331849j)
3,3265,170.0,(0.545120185487+2.77555756156e-17j),(-0.605919634253+0.134582758545j),(-0.0785288396948+0.443192867983j),(-0.165153890245-0.296193107525j)
3,3266,171.0,(0.544188137316-2.77555756156e-17j),(-0.605212929151+0.151152865199j),(-0.0459713631487+0.448850039435j),(-0.179393412878-0.281011872026j)
3,3267,172.0,(0.54307040552+0j),(-0.603737941904+0.168144980071j),(-0.013091414801+0.452327365054j),(-0.192530672252-0.265448314658j)
3,3268,173.0,(0.541782904148+0j),(-0.60149416058+0.185422054407j),(0.0201386483899+0.453585317633j),(-0.204595775314-0.249579815877j)
3,3269,174.0,(0.540337013192+5.55111512313e-17j),(-0.598391852376+0.203159905068j),(0.0535026668551+0.452574665142j),(-0.215662031428-0.2334366755j)
3,3270,175.0,(0.538747082362+5.55111512313e-17j),(-0.594468895017+0.221114834498j),(0.0867780964538+0.449276052075j),(-0.225643707913-0.217191280109j)
3,3271,176.0,(0.537026031547+0j),(-0.589666762355+0.239353503352j),(0.119892636183+0.44365932707j),(-0.234630800889-0.200864620613j)
3,3272,177.0,(0.535185818626+0j),(-0.584049738781+0.257631812736j),(0.152612204663+0.435738632151j),(-0.242602560615-0.184589404519j)
3,3273,178.0,(0.533239276039-5.55111512313e-17j),(-0.577516308417+0.276115352097j),(0.184852961821+0.425495080219j),(-0.249622426097-0.168413372223j)
3,3274,179.0,(0.531197318672+0j),(-0.5700959061+0.29466302326j),(0.216378256435+0.412976810388j),(-0.255720548453-0.152418419262j)
3,3275,180.0,(0.52907006776+0j),(-0.561886219673+0.313035489989j),(0.24695731648+0.398268035458j),(-0.260939294245-0.136685266353j)
3,3276,181.0,(0.526868293209+5.55111512313e-17j),(-0.552780763075+0.331394874367j),(0.276572773882+0.381339070389j),(-0.265368309573-0.121195467101j)
3,3277,182.0,(0.524599270298+0j),(-0.542772696132+0.349697469597j),(0.304995123596+0.362294504713j),(-0.269028609881-0.106062996361j)
3,3278,183.0,(0.522273132452-2.77555756156e-17j),(-0.531853129907+0.367900361855j),(0.33213123927+0.341154734337j),(-0.271973316899-0.0913517876625j)
3,3279,184.0,(0.519896928945+0j),(-0.520218550788+0.385685244149j),(0.357710760537+0.318124517971j),(-0.274273313859-0.0770758542038j)
3,3280,185.0,(0.517475385127-2.77555756156e-17j),(-0.507682800949+0.403292262942j),(0.3817053807+0.293188173705j),(-0.27599736121-0.0632447927486j)
3,3281,186.0,(0.515015812499+2.77555756156e-17j),(-0.494315285226+0.420588936821j),(0.403923124343+0.266518673747j),(-0.277190005699-0.0499566291585j)
3,3282,187.0,(0.512523226304-5.55111512313e-17j),(-0.480122549541+0.437534997894j),(0.42427873721+0.238171014684j),(-0.277938538855-0.0371173150262j)
3,3283,188.0,(0.510000817168+2.77555756156e-17j),(-0.465194176854+0.454009697093j),(0.442604407011+0.20834789164j),(-0.278285487738-0.0248680822025j)
3,3284,189.0,(0.507454872684+5.55111512313e-17j),(-0.449382475639+0.470134649946j),(0.458795101696+0.177198372645j),(-0.278306197336-0.0131074640861j)
3,3285,190.0,(0.504886051921+2.77555756156e-17j),(-0.432861408695+0.48571184244j),(0.47278113912+0.144794665733j),(-0.27805373361-0.00192406978765j)
